transaction_id,date,time,transaction_type,category,item_name,quantity,unit_price,total_amount,payment_method,customer_type,vendor_name,profit_margin_estimate
"T001143","2025-02-20","17:24:12","sale","coffee","Latte","2","450","900","card","regular",,"0.65"
"T001144","2025-02-20","21:11:12","sale","dessert","Cookie","1","150","150","easypaisa","walk-in",,"0.5"
"T001145","2025-02-20","13:50:54","sale","dessert","Cheesecake Slice","1","600","600","cash","regular",,"0.45"
"T001146","2025-02-20","16:26:36","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001147","2025-02-21","17:42:16","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T001148","2025-02-21","21:23:31","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001149","2025-02-21","09:30:29","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001150","2025-02-21","15:50:24","sale","coffee","Cappuccino","1","400","400","easypaisa","walk-in",,"0.65"
"T001151","2025-02-21","19:41:44","sale","snacks","Fries","1","250","250","card","walk-in",,"0.5"
"T001152","2025-02-21","18:21:17","sale","coffee","Americano","2","300","600","easypaisa","walk-in",,"0.75"
"T001153","2025-02-21","08:45:50","sale","tea","Green Tea","1","120","120","cash","regular",,"0.65"
"T001154","2025-02-21","09:51:15","sale","coffee","Americano","1","300","300","jazzcash","walk-in",,"0.75"
"T001155","2025-02-21","20:44:15","sale","dessert","Cookie","1","150","150","card","regular",,"0.5"
"T001156","2025-02-21","08:14:24","sale","coffee","Latte","2","450","900","cash","regular",,"0.65"
"T001157","2025-02-21","20:52:53","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T001158","2025-02-21","21:00:07","sale","tea","Karak Chai","2","150","300","card","walk-in",,"0.6"
"T001159","2025-02-21","20:50:50","sale","coffee","Americano","2","300","600","card","walk-in",,"0.75"
"T001160","2025-02-21","21:04:01","sale","snacks","Club Sandwich","1","550","550","easypaisa","regular",,"0.4"
"T001161","2025-02-21","20:18:00","sale","coffee","Latte","4","450","1800","cash","new",,"0.65"
"T001162","2025-02-21","10:44:12","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T001163","2025-02-21","18:01:19","sale","tea","Karak Chai","2","150","300","cash","new",,"0.6"
"T001164","2025-02-21","21:49:40","sale","snacks","Chicken Sandwich","2","450","900","cash","regular",,"0.4"
"T001165","2025-02-21","20:10:50","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T001166","2025-02-21","10:48:46","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T001167","2025-02-21","12:14:34","sale","tea","Cardamom Tea","3","180","540","card","walk-in",,"0.6"
"T001168","2025-02-21","17:52:39","sale","snacks","Chicken Sandwich","1","450","450","jazzcash","walk-in",,"0.4"
"T001169","2025-02-21","08:49:52","sale","coffee","Americano","4","300","1200","jazzcash","regular",,"0.75"
"T001170","2025-02-21","17:55:45","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T001171","2025-02-21","18:10:11","sale","dessert","Cookie","1","150","150","card","walk-in",,"0.5"
"T001172","2025-02-21","17:50:47","sale","coffee","Cappuccino","3","400","1200","card","walk-in",,"0.65"
"T001173","2025-02-21","13:03:42","sale","coffee","Americano","1","300","300","card","regular",,"0.75"
"T001174","2025-02-21","12:32:43","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T001175","2025-02-22","19:58:01","sale","snacks","Club Sandwich","1","550","550","card","regular",,"0.4"
"T001176","2025-02-22","15:26:43","sale","snacks","Club Sandwich","1","550","550","cash","new",,"0.4"
"T001177","2025-02-22","18:58:15","sale","tea","Cardamom Tea","1","180","180","easypaisa","new",,"0.6"
"T001178","2025-02-22","08:56:59","sale","coffee","Cappuccino","1","400","400","easypaisa","walk-in",,"0.65"
"T001179","2025-02-22","20:20:14","sale","tea","Karak Chai","3","150","450","card","new",,"0.6"
"T001180","2025-02-22","12:05:53","sale","coffee","Cappuccino","4","400","1600","card","walk-in",,"0.65"
"T001181","2025-02-22","11:58:21","sale","tea","Karak Chai","1","150","150","jazzcash","regular",,"0.6"
"T001182","2025-02-22","15:38:34","sale","dessert","Cookie","1","150","150","jazzcash","regular",,"0.5"
"T001183","2025-02-22","10:28:19","sale","coffee","Americano","1","300","300","easypaisa","walk-in",,"0.75"
"T001184","2025-02-22","17:28:26","sale","dessert","Cheesecake Slice","1","600","600","card","regular",,"0.45"
"T001185","2025-02-22","17:17:45","sale","coffee","Cappuccino","2","400","800","card","walk-in",,"0.65"
"T001186","2025-02-22","14:44:48","sale","snacks","Fries","2","250","500","card","regular",,"0.5"
"T001187","2025-02-22","17:15:42","sale","coffee","Cappuccino","3","400","1200","cash","walk-in",,"0.65"
"T001188","2025-02-22","09:04:22","sale","coffee","Latte","1","450","450","bank_transfer","regular",,"0.65"
"T001189","2025-02-22","21:09:56","sale","tea","Karak Chai","1","150","150","cash","walk-in",,"0.6"
"T001190","2025-02-22","20:27:47","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001191","2025-02-22","11:56:14","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001192","2025-02-22","19:56:44","sale","tea","Cardamom Tea","3","180","540","cash","walk-in",,"0.6"
"T001193","2025-02-22","21:18:09","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001194","2025-02-22","18:04:18","sale","snacks","Club Sandwich","1","550","550","cash","walk-in",,"0.4"
"T001195","2025-02-22","17:59:00","sale","tea","Cardamom Tea","1","180","180","jazzcash","regular",,"0.6"
"T001196","2025-02-22","14:42:45","sale","coffee","Cappuccino","1","400","400","bank_transfer","walk-in",,"0.65"
"T001197","2025-02-22","19:53:22","sale","snacks","Club Sandwich","1","550","550","card","walk-in",,"0.4"
"T001198","2025-02-22","17:37:05","sale","coffee","Latte","2","450","900","jazzcash","walk-in",,"0.65"
"T001199","2025-02-22","15:38:02","sale","coffee","Espresso","1","250","250","jazzcash","regular",,"0.7"
"T001200","2025-02-22","14:35:25","sale","coffee","Espresso","2","250","500","cash","walk-in",,"0.7"
"T001201","2025-02-22","08:58:20","sale","tea","Green Tea","2","120","240","cash","walk-in",,"0.65"
"T001202","2025-02-22","21:48:55","sale","dessert","Cookie","1","150","150","card","walk-in",,"0.5"
"T001203","2025-02-22","13:03:12","sale","coffee","Cappuccino","3","400","1200","cash","walk-in",,"0.65"
"T001204","2025-02-22","17:37:38","sale","coffee","Cappuccino","2","400","800","cash","regular",,"0.65"
"T001205","2025-02-22","08:35:07","sale","tea","Green Tea","1","120","120","jazzcash","walk-in",,"0.65"
"T001206","2025-02-22","09:11:48","sale","snacks","Fries","1","250","250","cash","regular",,"0.5"
"T001207","2025-02-22","19:54:56","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T001208","2025-02-22","20:58:23","sale","coffee","Latte","2","450","900","card","regular",,"0.65"
"T001209","2025-02-22","10:05:12","sale","tea","Green Tea","3","120","360","card","regular",,"0.65"
"T001210","2025-02-22","17:30:35","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T001211","2025-02-22","08:24:25","sale","snacks","Chicken Sandwich","1","450","450","bank_transfer","walk-in",,"0.4"
"T001212","2025-02-22","10:37:10","sale","snacks","Club Sandwich","1","550","550","card","regular",,"0.4"
"T001213","2025-02-22","20:26:59","sale","dessert","Cheesecake Slice","2","600","1200","card","walk-in",,"0.45"
"T001214","2025-02-22","16:38:46","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T001215","2025-02-22","20:28:32","sale","snacks","Club Sandwich","2","550","1100","cash","walk-in",,"0.4"
"T001216","2025-02-22","20:48:47","sale","coffee","Cappuccino","2","400","800","jazzcash","regular",,"0.65"
"T001217","2025-02-23","13:46:49","sale","tea","Cardamom Tea","1","180","180","card","walk-in",,"0.6"
"T001218","2025-02-23","17:38:55","sale","tea","Cardamom Tea","2","180","360","cash","walk-in",,"0.6"
"T001219","2025-02-23","08:48:49","sale","tea","Karak Chai","2","150","300","cash","walk-in",,"0.6"
"T001220","2025-02-23","11:15:38","sale","tea","Karak Chai","3","150","450","jazzcash","regular",,"0.6"
"T001221","2025-02-23","10:38:17","sale","tea","Green Tea","2","120","240","cash","new",,"0.65"
"T001222","2025-02-23","09:11:53","sale","snacks","Chicken Sandwich","1","450","450","card","walk-in",,"0.4"
"T001223","2025-02-23","08:35:57","sale","snacks","Chicken Sandwich","1","450","450","easypaisa","walk-in",,"0.4"
"T001224","2025-02-23","11:38:37","sale","coffee","Cappuccino","2","400","800","easypaisa","regular",,"0.65"
"T001225","2025-02-23","08:53:33","sale","dessert","Cheesecake Slice","2","600","1200","easypaisa","walk-in",,"0.45"
"T001226","2025-02-23","21:53:42","sale","tea","Karak Chai","1","150","150","card","walk-in",,"0.6"
"T001227","2025-02-23","18:57:27","sale","snacks","Club Sandwich","1","550","550","card","walk-in",,"0.4"
"T001228","2025-02-23","11:38:09","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T001229","2025-02-23","09:45:18","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T001230","2025-02-23","21:39:10","sale","snacks","Chicken Sandwich","2","450","900","cash","regular",,"0.4"
"T001231","2025-02-24","08:33:54","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T001232","2025-02-24","17:42:33","sale","coffee","Latte","1","450","450","cash","walk-in",,"0.65"
"T001233","2025-02-24","21:27:59","sale","coffee","Espresso","2","250","500","card","regular",,"0.7"
"T001234","2025-02-24","08:42:55","sale","dessert","Brownie","1","350","350","card","regular",,"0.5"
"T001235","2025-02-24","13:40:54","sale","coffee","Cappuccino","1","400","400","cash","new",,"0.65"
"T001236","2025-02-24","18:40:25","sale","snacks","Chicken Sandwich","2","450","900","card","regular",,"0.4"
"T001237","2025-02-24","15:51:40","sale","snacks","Fries","2","250","500","card","regular",,"0.5"
"T001238","2025-02-24","08:05:20","sale","tea","Cardamom Tea","1","180","180","card","walk-in",,"0.6"
"T001239","2025-02-24","14:06:40","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T001240","2025-02-24","19:44:29","sale","snacks","Club Sandwich","3","550","1650","card","walk-in",,"0.4"
"T001241","2025-02-24","19:58:57","sale","coffee","Espresso","1","250","250","jazzcash","walk-in",,"0.7"
"T001242","2025-02-24","09:33:48","sale","snacks","Club Sandwich","1","550","550","card","regular",,"0.4"
"T001243","2025-02-24","15:08:57","sale","coffee","Espresso","2","250","500","card","new",,"0.7"
"T001244","2025-02-24","09:44:34","sale","tea","Cardamom Tea","1","180","180","easypaisa","regular",,"0.6"
"T001245","2025-02-24","09:50:16","sale","dessert","Brownie","2","350","700","cash","walk-in",,"0.5"
"T001246","2025-02-24","12:30:57","sale","coffee","Latte","1","450","450","jazzcash","regular",,"0.65"
"T001247","2025-02-24","10:43:10","sale","tea","Green Tea","2","120","240","card","regular",,"0.65"
"T001248","2025-02-24","10:42:34","sale","snacks","Club Sandwich","1","550","550","easypaisa","walk-in",,"0.4"
"T001249","2025-02-24","20:26:07","sale","snacks","Fries","2","250","500","cash","regular",,"0.5"
"T001250","2025-02-24","08:10:34","sale","coffee","Latte","1","450","450","card","walk-in",,"0.65"
"T001251","2025-02-24","08:47:46","sale","snacks","Club Sandwich","2","550","1100","bank_transfer","walk-in",,"0.4"
"T001252","2025-02-24","09:00:00","expense","supplies",,"1","85000","85000","cash",,"Local Roaster & Bakery",
"T001253","2025-02-25","14:45:15","sale","coffee","Cappuccino","1","400","400","card","walk-in",,"0.65"
"T001254","2025-02-25","15:41:57","sale","snacks","Club Sandwich","1","550","550","cash","regular",,"0.4"
"T001255","2025-02-25","11:15:15","sale","tea","Cardamom Tea","1","180","180","card","walk-in",,"0.6"
"T001256","2025-02-25","14:22:41","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T001257","2025-02-25","18:09:17","sale","coffee","Latte","2","450","900","cash","walk-in",,"0.65"
"T001258","2025-02-25","20:48:01","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T001259","2025-02-25","17:16:52","sale","tea","Green Tea","1","120","120","bank_transfer","walk-in",,"0.65"
"T001260","2025-02-25","19:54:04","sale","tea","Green Tea","1","120","120","card","walk-in",,"0.65"
"T001261","2025-02-25","10:22:45","sale","tea","Cardamom Tea","2","180","360","cash","walk-in",,"0.6"
"T001262","2025-02-25","13:58:33","sale","snacks","Chicken Sandwich","3","450","1350","easypaisa","regular",,"0.4"
"T001263","2025-02-25","19:23:27","sale","coffee","Latte","1","450","450","card","regular",,"0.65"
"T001264","2025-02-25","08:36:11","sale","tea","Karak Chai","4","150","600","cash","new",,"0.6"
"T001265","2025-02-25","20:05:07","sale","coffee","Latte","2","450","900","card","regular",,"0.65"
"T001266","2025-02-25","15:51:48","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001267","2025-02-25","10:18:14","sale","coffee","Cappuccino","2","400","800","cash","regular",,"0.65"
"T001268","2025-02-25","15:05:13","sale","dessert","Cookie","1","150","150","card","regular",,"0.5"
"T001269","2025-02-25","10:40:12","sale","tea","Cardamom Tea","2","180","360","cash","walk-in",,"0.6"
"T001270","2025-02-25","19:06:02","sale","tea","Green Tea","1","120","120","cash","walk-in",,"0.65"
"T001271","2025-02-25","09:20:37","sale","coffee","Espresso","2","250","500","card","regular",,"0.7"
"T001272","2025-02-25","12:26:36","sale","tea","Karak Chai","2","150","300","jazzcash","new",,"0.6"
"T001273","2025-02-26","21:50:18","sale","snacks","Fries","2","250","500","cash","walk-in",,"0.5"
"T001274","2025-02-26","10:55:13","sale","snacks","Club Sandwich","1","550","550","cash","regular",,"0.4"
"T001275","2025-02-26","15:51:25","sale","coffee","Cappuccino","2","400","800","cash","regular",,"0.65"
"T001276","2025-02-26","18:53:26","sale","snacks","Club Sandwich","4","550","2200","easypaisa","walk-in",,"0.4"
"T001277","2025-02-26","12:43:18","sale","snacks","Club Sandwich","3","550","1650","easypaisa","regular",,"0.4"
"T001278","2025-02-26","13:11:32","sale","snacks","Club Sandwich","1","550","550","jazzcash","walk-in",,"0.4"
"T001279","2025-02-26","11:45:46","sale","coffee","Cappuccino","3","400","1200","card","regular",,"0.65"
"T001280","2025-02-26","16:37:20","sale","tea","Green Tea","2","120","240","jazzcash","regular",,"0.65"
"T001281","2025-02-26","13:23:26","sale","coffee","Latte","2","450","900","cash","walk-in",,"0.65"
"T001282","2025-02-26","11:20:03","sale","coffee","Americano","1","300","300","easypaisa","regular",,"0.75"
"T001283","2025-02-26","17:03:06","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T001284","2025-02-26","19:48:50","sale","coffee","Espresso","1","250","250","cash","new",,"0.7"
"T001285","2025-02-26","10:51:17","sale","tea","Cardamom Tea","1","180","180","card","regular",,"0.6"
"T001286","2025-02-26","11:07:44","sale","tea","Cardamom Tea","1","180","180","cash","regular",,"0.6"
"T001287","2025-02-26","17:21:36","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001288","2025-02-26","14:03:23","sale","coffee","Americano","4","300","1200","cash","walk-in",,"0.75"
"T001289","2025-02-26","11:50:21","sale","snacks","Club Sandwich","2","550","1100","card","regular",,"0.4"
"T001290","2025-02-26","17:05:48","sale","dessert","Cheesecake Slice","1","600","600","jazzcash","walk-in",,"0.45"
"T001291","2025-02-27","20:51:48","sale","snacks","Club Sandwich","1","550","550","easypaisa","walk-in",,"0.4"
"T001292","2025-02-27","09:33:18","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001293","2025-02-27","08:25:00","sale","coffee","Espresso","4","250","1000","easypaisa","regular",,"0.7"
"T001294","2025-02-27","10:48:07","sale","snacks","Fries","1","250","250","easypaisa","regular",,"0.5"
"T001295","2025-02-27","18:01:22","sale","coffee","Americano","3","300","900","easypaisa","walk-in",,"0.75"
"T001296","2025-02-27","20:26:11","sale","snacks","Chicken Sandwich","2","450","900","easypaisa","walk-in",,"0.4"
"T001297","2025-02-27","17:37:48","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001298","2025-02-27","08:42:17","sale","snacks","Chicken Sandwich","2","450","900","cash","walk-in",,"0.4"
"T001299","2025-02-27","19:07:51","sale","coffee","Latte","2","450","900","card","walk-in",,"0.65"
"T001300","2025-02-27","08:43:53","sale","coffee","Latte","3","450","1350","cash","walk-in",,"0.65"
"T001301","2025-02-27","15:47:54","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T001302","2025-02-27","20:17:11","sale","dessert","Brownie","2","350","700","card","new",,"0.5"
"T001303","2025-02-27","12:52:17","sale","snacks","Fries","2","250","500","card","walk-in",,"0.5"
"T001304","2025-02-27","11:14:44","sale","dessert","Brownie","2","350","700","card","regular",,"0.5"
"T001305","2025-02-27","10:42:41","sale","tea","Karak Chai","3","150","450","cash","walk-in",,"0.6"
"T001306","2025-02-28","18:04:35","sale","coffee","Americano","2","300","600","card","regular",,"0.75"
"T001307","2025-02-28","20:39:00","sale","tea","Cardamom Tea","1","180","180","cash","regular",,"0.6"
"T001308","2025-02-28","16:40:26","sale","snacks","Fries","3","250","750","cash","regular",,"0.5"
"T001309","2025-02-28","11:56:30","sale","dessert","Cookie","3","150","450","easypaisa","walk-in",,"0.5"
"T001310","2025-02-28","09:08:17","sale","snacks","Fries","2","250","500","cash","walk-in",,"0.5"
"T001311","2025-02-28","09:00:50","sale","tea","Karak Chai","2","150","300","card","regular",,"0.6"
"T001312","2025-02-28","21:14:41","sale","dessert","Brownie","2","350","700","cash","walk-in",,"0.5"
"T001313","2025-02-28","20:09:19","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T001314","2025-02-28","15:41:43","sale","coffee","Latte","1","450","450","cash","new",,"0.65"
"T001315","2025-02-28","19:39:10","sale","coffee","Latte","1","450","450","jazzcash","regular",,"0.65"
"T001316","2025-02-28","08:10:55","sale","dessert","Brownie","2","350","700","card","walk-in",,"0.5"
"T001317","2025-02-28","12:09:39","sale","dessert","Cheesecake Slice","3","600","1800","card","regular",,"0.45"
"T001318","2025-02-28","19:38:42","sale","tea","Cardamom Tea","2","180","360","card","walk-in",,"0.6"
"T001319","2025-02-28","19:47:32","sale","tea","Green Tea","1","120","120","jazzcash","walk-in",,"0.65"
"T001320","2025-02-28","17:24:38","sale","coffee","Cappuccino","2","400","800","card","walk-in",,"0.65"
"T001321","2025-02-28","09:53:59","sale","coffee","Latte","1","450","450","jazzcash","regular",,"0.65"
"T001322","2025-02-28","09:48:53","sale","coffee","Latte","2","450","900","card","walk-in",,"0.65"
"T001323","2025-02-28","08:01:51","sale","coffee","Espresso","3","250","750","cash","regular",,"0.7"
"T001324","2025-02-28","19:08:16","sale","snacks","Club Sandwich","2","550","1100","card","regular",,"0.4"
"T001325","2025-02-28","13:51:00","sale","snacks","Fries","1","250","250","card","walk-in",,"0.5"
"T001326","2025-02-28","12:25:04","sale","coffee","Espresso","1","250","250","jazzcash","regular",,"0.7"
"T001327","2025-02-28","10:03:34","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001328","2025-02-28","09:23:24","sale","snacks","Fries","2","250","500","card","walk-in",,"0.5"
"T001329","2025-02-28","18:10:22","sale","tea","Green Tea","1","120","120","card","regular",,"0.65"
"T001330","2025-02-28","10:52:51","sale","snacks","Fries","1","250","250","bank_transfer","walk-in",,"0.5"
"T001331","2025-02-28","10:54:34","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T001332","2025-02-28","13:05:25","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001333","2025-02-28","10:01:45","sale","coffee","Americano","4","300","1200","card","regular",,"0.75"
"T001334","2025-02-28","15:12:48","sale","snacks","Fries","2","250","500","cash","walk-in",,"0.5"
"T001335","2025-02-28","15:37:45","sale","tea","Cardamom Tea","3","180","540","cash","walk-in",,"0.6"
"T001336","2025-02-28","19:21:47","sale","coffee","Americano","1","300","300","jazzcash","walk-in",,"0.75"
"T001337","2025-02-28","09:01:34","sale","tea","Karak Chai","2","150","300","card","regular",,"0.6"
"T001338","2025-02-28","18:00:00","expense","salary",,"1","120000","120000","bank_transfer",,"Staff Payroll",
"T001339","2025-03-01","17:31:54","sale","snacks","Chicken Sandwich","2","450","900","cash","walk-in",,"0.4"
"T001340","2025-03-01","18:47:56","sale","tea","Green Tea","1","120","120","jazzcash","walk-in",,"0.65"
"T001341","2025-03-01","10:54:26","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001342","2025-03-01","20:27:27","sale","tea","Karak Chai","1","150","150","card","regular",,"0.6"
"T001343","2025-03-01","13:13:54","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T001344","2025-03-01","08:21:27","sale","coffee","Latte","2","450","900","jazzcash","regular",,"0.65"
"T001345","2025-03-01","17:10:19","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001346","2025-03-01","19:36:54","sale","snacks","Chicken Sandwich","1","450","450","card","regular",,"0.4"
"T001347","2025-03-01","18:33:52","sale","tea","Green Tea","1","120","120","easypaisa","regular",,"0.65"
"T001348","2025-03-01","15:41:10","sale","coffee","Americano","1","300","300","easypaisa","walk-in",,"0.75"
"T001349","2025-03-01","17:50:24","sale","coffee","Americano","1","300","300","card","walk-in",,"0.75"
"T001350","2025-03-01","17:23:54","sale","tea","Karak Chai","1","150","150","cash","regular",,"0.6"
"T001351","2025-03-01","10:51:32","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T001352","2025-03-01","08:06:24","sale","coffee","Espresso","1","250","250","cash","walk-in",,"0.7"
"T001353","2025-03-01","11:32:19","sale","tea","Green Tea","1","120","120","cash","regular",,"0.65"
"T001354","2025-03-01","09:45:32","sale","coffee","Latte","1","450","450","cash","regular",,"0.65"
"T001355","2025-03-01","11:41:50","sale","dessert","Cookie","2","150","300","card","regular",,"0.5"
"T001356","2025-03-01","21:39:04","sale","coffee","Cappuccino","3","400","1200","cash","walk-in",,"0.65"
"T001357","2025-03-01","14:52:11","sale","coffee","Latte","1","450","450","card","walk-in",,"0.65"
"T001358","2025-03-01","08:56:06","sale","coffee","Espresso","1","250","250","card","regular",,"0.7"
"T001359","2025-03-01","11:35:53","sale","dessert","Cheesecake Slice","1","600","600","card","walk-in",,"0.45"
"T001360","2025-03-01","15:40:20","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001361","2025-03-01","14:33:05","sale","dessert","Cheesecake Slice","1","600","600","card","walk-in",,"0.45"
"T001362","2025-03-01","21:57:48","sale","dessert","Cookie","1","150","150","cash","walk-in",,"0.5"
"T001363","2025-03-01","15:34:00","sale","tea","Karak Chai","2","150","300","cash","walk-in",,"0.6"
"T001364","2025-03-01","08:57:43","sale","coffee","Cappuccino","1","400","400","cash","regular",,"0.65"
"T001365","2025-03-01","08:47:27","sale","tea","Cardamom Tea","1","180","180","card","regular",,"0.6"
"T001366","2025-03-01","10:44:12","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001367","2025-03-01","17:13:02","sale","coffee","Latte","2","450","900","card","walk-in",,"0.65"
"T001368","2025-03-01","21:57:50","sale","snacks","Club Sandwich","1","550","550","card","walk-in",,"0.4"
"T001369","2025-03-01","08:00:38","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T001370","2025-03-01","20:19:03","sale","dessert","Cheesecake Slice","1","600","600","easypaisa","walk-in",,"0.45"
"T001371","2025-03-01","20:36:18","sale","coffee","Latte","3","450","1350","easypaisa","walk-in",,"0.65"
"T001372","2025-03-01","21:05:58","sale","tea","Green Tea","1","120","120","card","regular",,"0.65"
"T001373","2025-03-01","21:03:10","sale","coffee","Espresso","2","250","500","cash","walk-in",,"0.7"
"T001374","2025-03-01","17:46:14","sale","snacks","Chicken Sandwich","3","450","1350","card","regular",,"0.4"
"T001375","2025-03-01","16:52:32","sale","dessert","Brownie","2","350","700","card","new",,"0.5"
"T001376","2025-03-01","09:02:31","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T001377","2025-03-01","21:53:26","sale","coffee","Americano","3","300","900","jazzcash","walk-in",,"0.75"
"T001378","2025-03-01","08:28:04","sale","dessert","Cheesecake Slice","1","600","600","cash","walk-in",,"0.45"
"T001379","2025-03-01","16:03:36","sale","tea","Karak Chai","1","150","150","card","regular",,"0.6"
"T001380","2025-03-01","14:21:24","sale","coffee","Espresso","1","250","250","bank_transfer","walk-in",,"0.7"
"T001381","2025-03-02","18:28:46","sale","dessert","Cheesecake Slice","4","600","2400","card","regular",,"0.45"
"T001382","2025-03-02","20:20:07","sale","coffee","Americano","1","300","300","cash","regular",,"0.75"
"T001383","2025-03-02","14:31:36","sale","tea","Green Tea","3","120","360","cash","walk-in",,"0.65"
"T001384","2025-03-02","18:42:40","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001385","2025-03-02","19:17:18","sale","tea","Cardamom Tea","1","180","180","easypaisa","walk-in",,"0.6"
"T001386","2025-03-02","08:27:59","sale","snacks","Fries","1","250","250","card","regular",,"0.5"
"T001387","2025-03-02","08:28:46","sale","snacks","Chicken Sandwich","4","450","1800","card","walk-in",,"0.4"
"T001388","2025-03-02","09:42:22","sale","tea","Green Tea","2","120","240","card","new",,"0.65"
"T001389","2025-03-02","19:53:59","sale","coffee","Espresso","2","250","500","cash","walk-in",,"0.7"
"T001390","2025-03-02","17:08:14","sale","coffee","Cappuccino","1","400","400","cash","walk-in",,"0.65"
"T001391","2025-03-02","16:24:43","sale","coffee","Espresso","1","250","250","cash","regular",,"0.7"
"T001392","2025-03-02","21:16:12","sale","snacks","Club Sandwich","1","550","550","bank_transfer","regular",,"0.4"
"T001393","2025-03-02","11:56:48","sale","snacks","Chicken Sandwich","1","450","450","card","walk-in",,"0.4"
"T001394","2025-03-02","08:01:15","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001395","2025-03-02","21:34:39","sale","tea","Karak Chai","1","150","150","card","walk-in",,"0.6"
"T001396","2025-03-02","10:45:55","sale","tea","Green Tea","1","120","120","easypaisa","walk-in",,"0.65"
"T001397","2025-03-02","08:15:12","sale","dessert","Cookie","1","150","150","cash","regular",,"0.5"
"T001398","2025-03-02","08:34:35","sale","tea","Green Tea","1","120","120","card","new",,"0.65"
"T001399","2025-03-02","10:53:00","sale","coffee","Cappuccino","1","400","400","card","regular",,"0.65"
"T001400","2025-03-02","14:09:10","sale","snacks","Fries","1","250","250","jazzcash","regular",,"0.5"
"T001401","2025-03-02","10:44:35","sale","coffee","Americano","1","300","300","jazzcash","regular",,"0.75"
"T001402","2025-03-02","11:16:38","sale","snacks","Fries","1","250","250","bank_transfer","walk-in",,"0.5"
"T001403","2025-03-02","18:13:37","sale","coffee","Latte","2","450","900","cash","regular",,"0.65"
"T001404","2025-03-02","10:22:02","sale","dessert","Brownie","3","350","1050","cash","regular",,"0.5"
"T001405","2025-03-02","10:37:02","sale","snacks","Fries","3","250","750","cash","walk-in",,"0.5"
"T001406","2025-03-02","10:52:39","sale","snacks","Chicken Sandwich","2","450","900","bank_transfer","walk-in",,"0.4"
"T001407","2025-03-02","18:22:42","sale","coffee","Espresso","1","250","250","card","walk-in",,"0.7"
"T001408","2025-03-02","20:27:15","sale","tea","Cardamom Tea","2","180","360","bank_transfer","regular",,"0.6"
"T001409","2025-03-02","13:25:17","sale","coffee","Americano","1","300","300","card","regular",,"0.75"
"T001410","2025-03-02","10:58:04","sale","coffee","Americano","1","300","300","cash","walk-in",,"0.75"
"T001411","2025-03-02","08:54:30","sale","snacks","Chicken Sandwich","2","450","900","cash","regular",,"0.4"
"T001412","2025-03-03","11:14:41","sale","snacks","Club Sandwich","4","550","2200","cash","regular",,"0.4"
